# ----------------------------------------
# gd-math-71c48
# Pre-Subscription Phase-Free-form 2
# 20260125-20260325
# ----------------------------------------

Active users,Returning users,Total users,New users,Sessions,Engaged sessions per active user,Average session duration,Engaged sessions,DAU/MAU,DAU/WAU
3842,2056,4289,3140,9698,1.8706402915148361,7602.580793018046,7187,0.020811102143402687,0.07988024201093623,Grand total
3842,2056,4289,3140,9698,1.8706402915148361,7602.580793018046,7187,0.020811102143402687,0.07988024201093623

